YMD, startHMS, startSSM(s), stopSSM(s), idnum, dispersionConstant, burstOrSurvey, electricOrMagnetic, altitude(km), radius(RJ), mshell, mlat(deg), lat(deg), jovigraphic_latitude(deg), centrifugal_latitude(deg), mlt(hours), lt(hours), io_phase(deg), longitude(deg), footlatClose(deg), footlonClose(deg), footlatFar(deg), footlonFar(deg),plottedFootlat,plottedFootlon
20201107,225330.91,82410.91,82415.23,940,512.252,Burst,Magnetic,265600,4.7016,5.762,25.36,27.46,28.1,26.93,21.29,21.59,356.4,295.6,69.824,271.751,-66.354,314.438,-66.354,314.438
20201107,225330.91,82410.91,82415.23,940,559.064,Burst,Electric,265600,4.7016,5.762,25.36,27.46,28.1,26.93,21.29,21.59,356.4,295.6,69.824,271.751,-66.354,314.438,-66.354,314.438
20201107,225338.69,82418.69,82422.14,84,560.043,Survey,Magnetic,265600,4.7016,5.762,25.36,27.46,28.1,26.93,21.29,21.59,356.4,295.6,69.824,271.751,-66.354,314.438,-66.354,314.438
20201107,225356.83,82436.83,82440.29,85,518.379,Survey,Magnetic,265600,4.7016,5.762,25.36,27.46,28.1,26.93,21.29,21.59,356.4,295.6,69.824,271.751,-66.354,314.438,-66.354,314.438
20201107,225357.7,82437.7,82439.42,941,499.244,Burst,Electric,265600,4.7016,5.762,25.36,27.46,28.1,26.93,21.29,21.59,356.4,295.6,69.824,271.751,-66.354,314.438,-66.354,314.438
20201107,225357.7,82437.7,82440.29,941,540.81,Burst,Magnetic,265600,4.7016,5.762,25.36,27.46,28.1,26.93,21.29,21.59,356.4,295.6,69.824,271.751,-66.354,314.438,-66.354,314.438
20201107,225432.26,82472.26,82479.17,86,615.398,Survey,Magnetic,264200,4.6818,5.741,25.37,27.58,28.23,26.98,21.28,21.58,356.6,296.3,69.844,272.691,-66.246,314.97,-66.246,314.97
20201107,225433.98,82473.98,82476.58,942,615.296,Burst,Electric,264200,4.6818,5.741,25.37,27.58,28.23,26.98,21.28,21.58,356.6,296.3,69.844,272.691,-66.246,314.97,-66.246,314.97
20201107,225433.98,82473.98,82476.58,942,631.294,Burst,Magnetic,264200,4.6818,5.741,25.37,27.58,28.23,26.98,21.28,21.58,356.6,296.3,69.844,272.691,-66.246,314.97,-66.246,314.97
20201107,225448.67,82488.67,82494.72,87,577.986,Survey,Magnetic,264200,4.6818,5.741,25.37,27.58,28.23,26.98,21.28,21.58,356.6,296.3,69.844,272.691,-66.246,314.97,-66.246,314.97
20201107,225448.67,82488.67,82492.99,943,584.492,Burst,Magnetic,264200,4.6818,5.741,25.37,27.58,28.23,26.98,21.28,21.58,356.6,296.3,69.844,272.691,-66.246,314.97,-66.246,314.97
20201107,225448.67,82488.67,82492.99,943,589.034,Burst,Electric,264200,4.6818,5.741,25.37,27.58,28.23,26.98,21.28,21.58,356.6,296.3,69.844,272.691,-66.246,314.97,-66.246,314.97
20201108,24328.99,9808.99,9819.36,938,1169.297,Burst,Magnetic,75390,2.0065,6.449,-54.89,-58.97,-60.59,-56.76,9.524,8.54,224.7,270.4,-72.298,276.874,63.26,222.345,63.26,222.345
20201108,24330.72,9810.72,9820.22,938,928.771,Burst,Electric,75390,2.0065,6.449,-54.89,-58.97,-60.59,-56.76,9.524,8.54,224.7,270.4,-72.298,276.874,63.26,222.345,63.26,222.345
20201230,224540.03,81940.03,81942.62,958,823.646,Burst,Magnetic,85940,2.1508,6.104,-52.36,-62.47,-63.87,-56.39,8.008,8.2,176.4,185.4,-76.391,181.04,51.147,177.434,51.147,177.434
20201230,224540.03,81940.03,81944.35,958,856.043,Burst,Electric,85940,2.1508,6.104,-52.36,-62.47,-63.87,-56.39,8.008,8.2,176.4,185.4,-76.391,181.04,51.147,177.434,51.147,177.434
20201230,224541.76,81941.76,81947.81,103,658.879,Survey,Magnetic,85940,2.1508,6.104,-52.36,-62.47,-63.87,-56.39,8.008,8.2,176.4,185.4,-76.391,181.04,51.147,177.434,51.147,177.434
20201230,224548.67,81948.67,81950.4,957,475.518,Burst,Magnetic,85940,2.1508,6.104,-52.36,-62.47,-63.87,-56.39,8.008,8.2,176.4,185.4,-76.391,181.04,51.147,177.434,51.147,177.434
20201230,224548.67,81948.67,81952.13,957,538.152,Burst,Electric,85940,2.1508,6.104,-52.36,-62.47,-63.87,-56.39,8.008,8.2,176.4,185.4,-76.391,181.04,51.147,177.434,51.147,177.434
20201230,224614.59,81974.59,81977.18,956,676.608,Burst,Magnetic,85940,2.1508,6.104,-52.36,-62.47,-63.87,-56.39,8.008,8.2,176.4,185.4,-76.391,181.04,51.147,177.434,51.147,177.434
20201230,224651.74,82011.74,82015.2,955,496.007,Burst,Magnetic,87710,2.175,6.35,-52.88,-63.02,-64.38,-56.9,7.983,8.16,177.2,186.6,-76.888,182.552,51.545,177.953,51.545,177.953
20201230,224651.74,82011.74,82015.2,955,528.485,Burst,Electric,87710,2.175,6.35,-52.88,-63.02,-64.38,-56.9,7.983,8.16,177.2,186.6,-76.888,182.552,51.545,177.953,51.545,177.953
20201230,224654.34,82014.34,82016.93,954,571.064,Burst,Magnetic,87710,2.175,6.35,-52.88,-63.02,-64.38,-56.9,7.983,8.16,177.2,186.6,-76.888,182.552,51.545,177.953,51.545,177.953
20201230,224654.34,82014.34,82017.79,954,634.192,Burst,Electric,87710,2.175,6.35,-52.88,-63.02,-64.38,-56.9,7.983,8.16,177.2,186.6,-76.888,182.552,51.545,177.953,51.545,177.953
20201230,224755.68,82075.68,82080,953,489.426,Burst,Electric,89470,2.1992,6.609,-53.39,-63.55,-64.88,-57.4,7.958,8.12,178,187.9,-77.361,184.103,51.932,178.463,51.932,178.463
20201230,224756,82076,82080,10,684.53,Survey,Electric,89470,2.1992,6.609,-53.39,-63.55,-64.88,-57.4,7.958,8.12,178,187.9,-77.361,184.103,51.932,178.463,51.932,178.463
20201230,224806.91,82086.91,82091.23,952,618.83,Burst,Electric,89470,2.1992,6.609,-53.39,-63.55,-64.88,-57.4,7.958,8.12,178,187.9,-77.361,184.103,51.932,178.463,51.932,178.463
20201230,224806.91,82086.91,82091.23,952,684.47,Burst,Magnetic,89470,2.1992,6.609,-53.39,-63.55,-64.88,-57.4,7.958,8.12,178,187.9,-77.361,184.103,51.932,178.463,51.932,178.463
20201230,224808,82088,82093,11,624.341,Survey,Electric,89470,2.1992,6.609,-53.39,-63.55,-64.88,-57.4,7.958,8.12,178,187.9,-77.361,184.103,51.932,178.463,51.932,178.463
20201230,224808,82088,82093,11,678.791,Survey,Magnetic,89470,2.1992,6.609,-53.39,-63.55,-64.88,-57.4,7.958,8.12,178,187.9,-77.361,184.103,51.932,178.463,51.932,178.463
20210608,83343,30823,30823,1070,76.47,Burst,Electric,63930,1.852,7.29,-61.75,-53.3,-55.2,-58.47,8.556,7.94,205.2,346.2,-65.165,348.748,76.4,304.219,76.4,304.219
20210608,83343,30823,30823,1070,79.289,Burst,Magnetic,63930,1.852,7.29,-61.75,-53.3,-55.2,-58.47,8.556,7.94,205.2,346.2,-65.165,348.748,76.4,304.219,76.4,304.219
20210608,83445,30885,30885,1071,256.433,Burst,Magnetic,65710,1.8761,7.917,-62.63,-54.07,-55.93,-59.31,8.523,7.9,205.9,347.3,-65.808,349.859,77.424,302.139,77.424,302.139
20210608,83445,30885,30885,1071,294.769,Burst,Electric,65710,1.8761,7.917,-62.63,-54.07,-55.93,-59.31,8.523,7.9,205.9,347.3,-65.808,349.859,77.424,302.139,77.424,302.139
20210902,214630.72,78390.72,78395.9,75,331.436,Survey,Magnetic,78340,2.0485,6.9,59.53,58.24,59.84,60.42,18.36,19.48,356.4,270.8,69.228,250.291,-69.537,304.654,-69.537,304.654
20210902,215742.91,79062.91,79068.96,76,808.924,Survey,Electric,59830,1.7823,8.558,64.4,66.17,67.68,66.83,17.51,18.98,5.56,285.1,73.347,265.447,-69.413,322.014,-69.413,322.014
20210902,215813.15,79093.15,79098.34,77,1276.814,Survey,Electric,59830,1.7823,8.558,64.4,66.17,67.68,66.83,17.51,18.98,5.56,285.1,73.347,265.447,-69.413,322.014,-69.413,322.014
20210902,215845.12,79125.12,79128.58,78,1207.197,Survey,Electric,58170,1.7583,8.801,64.86,66.99,68.46,67.45,17.41,18.9,6.785,286.7,73.807,267.007,-69.408,324.003,-69.408,324.003
20210902,234250.11,85370.11,85375.3,133,697.765,Survey,Magnetic,85470,2.1458,5.98,-51.92,-60.83,-62.29,-55.88,6.862,7.37,194.4,162.6,-74.128,154.418,49.351,169.117,49.351,169.117
20210902,234250.11,85370.11,85375.3,934,745.754,Burst,Magnetic,85470,2.1458,5.98,-51.92,-60.83,-62.29,-55.88,6.862,7.37,194.4,162.6,-74.128,154.418,49.351,169.117,49.351,169.117
20210902,234250.11,85370.11,85375.3,934,784.492,Burst,Electric,85470,2.1458,5.98,-51.92,-60.83,-62.29,-55.88,6.862,7.37,194.4,162.6,-74.128,154.418,49.351,169.117,49.351,169.117
20210902,234258.75,85378.75,85382.21,134,472.825,Survey,Magnetic,85470,2.1458,5.98,-51.92,-60.83,-62.29,-55.88,6.862,7.37,194.4,162.6,-74.128,154.418,49.351,169.117,49.351,169.117
20210902,234258.75,85378.75,85383.07,935,634.26,Burst,Magnetic,85470,2.1458,5.98,-51.92,-60.83,-62.29,-55.88,6.862,7.37,194.4,162.6,-74.128,154.418,49.351,169.117,49.351,169.117
20210902,234258.75,85378.75,85384.8,935,675.203,Burst,Electric,85470,2.1458,5.98,-51.92,-60.83,-62.29,-55.88,6.862,7.37,194.4,162.6,-74.128,154.418,49.351,169.117,49.351,169.117
20210902,234305.66,85385.66,85391.71,135,689.872,Survey,Magnetic,85470,2.1458,5.98,-51.92,-60.83,-62.29,-55.88,6.862,7.37,194.4,162.6,-74.128,154.418,49.351,169.117,49.351,169.117
20210902,234307.39,85387.39,85389.98,937,723.581,Burst,Magnetic,85470,2.1458,5.98,-51.92,-60.83,-62.29,-55.88,6.862,7.37,194.4,162.6,-74.128,154.418,49.351,169.117,49.351,169.117
20210902,234322.94,85402.94,85408.13,136,620.832,Survey,Magnetic,85470,2.1458,5.98,-51.92,-60.83,-62.29,-55.88,6.862,7.37,194.4,162.6,-74.128,154.418,49.351,169.117,49.351,169.117
20210902,234322.94,85402.94,85408.13,936,583.103,Burst,Electric,85470,2.1458,5.98,-51.92,-60.83,-62.29,-55.88,6.862,7.37,194.4,162.6,-74.128,154.418,49.351,169.117,49.351,169.117
20210902,234322.94,85402.94,85408.13,936,681.506,Burst,Magnetic,85470,2.1458,5.98,-51.92,-60.83,-62.29,-55.88,6.862,7.37,194.4,162.6,-74.128,154.418,49.351,169.117,49.351,169.117
20210902,234405.28,85445.28,85448.74,137,806.453,Survey,Magnetic,87240,2.17,6.202,-52.4,-61.4,-62.82,-56.38,6.835,7.34,195.1,163.7,-74.677,155.33,49.707,169.679,49.707,169.679
20210902,234445.89,85485.89,85491.07,138,1389.903,Survey,Magnetic,89000,2.1941,6.433,-52.87,-61.96,-63.35,-56.86,6.808,7.3,195.7,164.8,-75.21,156.264,50.058,170.233,50.058,170.233
20210902,234712.77,85632.77,85638.82,139,711.481,Survey,Magnetic,92520,2.2424,6.927,-53.78,-63.04,-64.36,-57.79,6.756,7.24,197,167.1,-76.232,158.209,50.74,171.314,50.74,171.314
20220224,215942.14,79182.14,79183.87,878,410.435,Burst,Electric,351200,5.9085,6.084,8.819,15.22,15.54,11.61,19.56,19.66,309.7,324.1,72.415,298.72,-64.505,337.163,-64.505,337.163
20220224,215942.14,79182.14,79183.87,878,441.792,Burst,Magnetic,351200,5.9085,6.084,8.819,15.22,15.54,11.61,19.56,19.66,309.7,324.1,72.415,298.72,-64.505,337.163,-64.505,337.163
20220224,215948.19,79188.19,79188.19,889,293.039,Burst,Electric,351200,5.9085,6.084,8.819,15.22,15.54,11.61,19.56,19.66,309.7,324.1,72.415,298.72,-64.505,337.163,-64.505,337.163
20220224,215948.19,79188.19,79188.19,889,492.137,Burst,Magnetic,351200,5.9085,6.084,8.819,15.22,15.54,11.61,19.56,19.66,309.7,324.1,72.415,298.72,-64.505,337.163,-64.505,337.163
20220224,215950,79190,79190,1029,171.151,Burst,Electric,351200,5.9085,6.084,8.819,15.22,15.54,11.61,19.56,19.66,309.7,324.1,72.415,298.72,-64.505,337.163,-64.505,337.163
20220224,215950,79190,79190,1029,260.521,Burst,Magnetic,351200,5.9085,6.084,8.819,15.22,15.54,11.61,19.56,19.66,309.7,324.1,72.415,298.72,-64.505,337.163,-64.505,337.163
20220224,220113.73,79273.73,79274.59,910,393.661,Burst,Electric,350000,5.8905,6.066,8.816,15.3,15.62,11.63,19.56,19.66,309.9,324.7,72.434,299.405,-64.419,337.674,-64.419,337.674
20220224,220113.73,79273.73,79276.32,910,565.194,Burst,Magnetic,350000,5.8905,6.066,8.816,15.3,15.62,11.63,19.56,19.66,309.9,324.7,72.434,299.405,-64.419,337.674,-64.419,337.674
20220224,220150.02,79310.02,79310.02,911,277.313,Burst,Electric,348700,5.8724,6.048,8.814,15.39,15.71,11.66,19.56,19.66,310,325.3,72.454,300.086,-64.333,338.186,-64.333,338.186
20220224,220150.02,79310.02,79310.02,911,537.838,Burst,Magnetic,348700,5.8724,6.048,8.814,15.39,15.71,11.66,19.56,19.66,310,325.3,72.454,300.086,-64.333,338.186,-64.333,338.186
20220224,220221.98,79341.98,79341.98,912,373.916,Burst,Magnetic,348700,5.8724,6.048,8.814,15.39,15.71,11.66,19.56,19.66,310,325.3,72.454,300.086,-64.333,338.186,-64.333,338.186
20220224,220221.98,79341.98,79341.98,912,550.206,Burst,Electric,348700,5.8724,6.048,8.814,15.39,15.71,11.66,19.56,19.66,310,325.3,72.454,300.086,-64.333,338.186,-64.333,338.186
20220224,220324.19,79404.19,79405.06,913,355.348,Burst,Electric,347400,5.8543,6.029,8.813,15.47,15.79,11.68,19.55,19.66,310.2,325.9,72.475,300.763,-64.248,338.697,-64.248,338.697
20220224,220324.19,79404.19,79405.92,913,392.838,Burst,Magnetic,347400,5.8543,6.029,8.813,15.47,15.79,11.68,19.55,19.66,310.2,325.9,72.475,300.763,-64.248,338.697,-64.248,338.697
20220224,220326.78,79406.78,79406.78,914,247.828,Burst,Electric,347400,5.8543,6.029,8.813,15.47,15.79,11.68,19.55,19.66,310.2,325.9,72.475,300.763,-64.248,338.697,-64.248,338.697
20220224,220326.78,79406.78,79406.78,914,387.024,Burst,Magnetic,347400,5.8543,6.029,8.813,15.47,15.79,11.68,19.55,19.66,310.2,325.9,72.475,300.763,-64.248,338.697,-64.248,338.697
20220224,220423.81,79463.81,79466.4,915,449.524,Burst,Magnetic,346100,5.8362,6.011,8.813,15.55,15.88,11.71,19.55,19.66,310.3,326.6,72.497,301.436,-64.162,339.208,-64.162,339.208
20220224,220427.26,79467.26,79468.13,879,399.666,Burst,Magnetic,346100,5.8362,6.011,8.813,15.55,15.88,11.71,19.55,19.66,310.3,326.6,72.497,301.436,-64.162,339.208,-64.162,339.208
20220224,220427.26,79467.26,79468.13,879,407.112,Burst,Electric,346100,5.8362,6.011,8.813,15.55,15.88,11.71,19.55,19.66,310.3,326.6,72.497,301.436,-64.162,339.208,-64.162,339.208
20220224,220430.72,79470.72,79473.31,880,451.004,Burst,Magnetic,344800,5.8181,5.993,8.815,15.64,15.96,11.74,19.55,19.66,310.5,327.2,72.521,302.106,-64.076,339.72,-64.076,339.72
20220224,220430.72,79470.72,79473.31,880,486.299,Burst,Electric,344800,5.8181,5.993,8.815,15.64,15.96,11.74,19.55,19.66,310.5,327.2,72.521,302.106,-64.076,339.72,-64.076,339.72
20220224,220434.18,79474.18,79475.9,881,445.003,Burst,Magnetic,344800,5.8181,5.993,8.815,15.64,15.96,11.74,19.55,19.66,310.5,327.2,72.521,302.106,-64.076,339.72,-64.076,339.72
20220224,220434.18,79474.18,79475.9,881,475.068,Burst,Electric,344800,5.8181,5.993,8.815,15.64,15.96,11.74,19.55,19.66,310.5,327.2,72.521,302.106,-64.076,339.72,-64.076,339.72
20220224,220435.04,79475.04,79475.9,882,354.056,Burst,Electric,344800,5.8181,5.993,8.815,15.64,15.96,11.74,19.55,19.66,310.5,327.2,72.521,302.106,-64.076,339.72,-64.076,339.72
20220224,220435.04,79475.04,79476.77,882,401.497,Burst,Magnetic,344800,5.8181,5.993,8.815,15.64,15.96,11.74,19.55,19.66,310.5,327.2,72.521,302.106,-64.076,339.72,-64.076,339.72
20220224,220440.22,79480.22,79481.09,883,460.003,Burst,Magnetic,344800,5.8181,5.993,8.815,15.64,15.96,11.74,19.55,19.66,310.5,327.2,72.521,302.106,-64.076,339.72,-64.076,339.72
20220224,220440.22,79480.22,79481.09,883,501.322,Burst,Electric,344800,5.8181,5.993,8.815,15.64,15.96,11.74,19.55,19.66,310.5,327.2,72.521,302.106,-64.076,339.72,-64.076,339.72
20220224,220447.14,79487.14,79488.86,884,420.833,Burst,Electric,344800,5.8181,5.993,8.815,15.64,15.96,11.74,19.55,19.66,310.5,327.2,72.521,302.106,-64.076,339.72,-64.076,339.72
20220224,220447.14,79487.14,79488.86,884,438.633,Burst,Magnetic,344800,5.8181,5.993,8.815,15.64,15.96,11.74,19.55,19.66,310.5,327.2,72.521,302.106,-64.076,339.72,-64.076,339.72
20220224,220448,79488,79488.86,885,363.873,Burst,Magnetic,344800,5.8181,5.993,8.815,15.64,15.96,11.74,19.55,19.66,310.5,327.2,72.521,302.106,-64.076,339.72,-64.076,339.72
20220224,220448,79488,79488.86,885,368.009,Burst,Electric,344800,5.8181,5.993,8.815,15.64,15.96,11.74,19.55,19.66,310.5,327.2,72.521,302.106,-64.076,339.72,-64.076,339.72
20220224,220459.23,79499.23,79500.96,887,431.973,Burst,Electric,344800,5.8181,5.993,8.815,15.64,15.96,11.74,19.55,19.66,310.5,327.2,72.521,302.106,-64.076,339.72,-64.076,339.72
20220224,220459.23,79499.23,79500.96,887,465.023,Burst,Magnetic,344800,5.8181,5.993,8.815,15.64,15.96,11.74,19.55,19.66,310.5,327.2,72.521,302.106,-64.076,339.72,-64.076,339.72
20220224,220504.42,79504.42,79505.28,888,427.403,Burst,Electric,344800,5.8181,5.993,8.815,15.64,15.96,11.74,19.55,19.66,310.5,327.2,72.521,302.106,-64.076,339.72,-64.076,339.72
20220224,220504.42,79504.42,79505.28,888,447.823,Burst,Magnetic,344800,5.8181,5.993,8.815,15.64,15.96,11.74,19.55,19.66,310.5,327.2,72.521,302.106,-64.076,339.72,-64.076,339.72
20220224,220513.92,79513.92,79515.65,890,433.965,Burst,Electric,344800,5.8181,5.993,8.815,15.64,15.96,11.74,19.55,19.66,310.5,327.2,72.521,302.106,-64.076,339.72,-64.076,339.72
20220224,220513.92,79513.92,79515.65,890,460.155,Burst,Magnetic,344800,5.8181,5.993,8.815,15.64,15.96,11.74,19.55,19.66,310.5,327.2,72.521,302.106,-64.076,339.72,-64.076,339.72
20220224,220532.93,79532.93,79532.93,891,230.646,Burst,Magnetic,343500,5.7999,5.975,8.818,15.72,16.05,11.76,19.55,19.66,310.7,327.8,72.545,302.773,-63.99,340.232,-63.99,340.232
20220224,220532.93,79532.93,79533.79,891,469.988,Burst,Electric,343500,5.7999,5.975,8.818,15.72,16.05,11.76,19.55,19.66,310.7,327.8,72.545,302.773,-63.99,340.232,-63.99,340.232
20220224,220533.79,79533.79,79534.66,892,311.886,Burst,Magnetic,343500,5.7999,5.975,8.818,15.72,16.05,11.76,19.55,19.66,310.7,327.8,72.545,302.773,-63.99,340.232,-63.99,340.232
20220224,220533.79,79533.79,79534.66,892,335.779,Burst,Electric,343500,5.7999,5.975,8.818,15.72,16.05,11.76,19.55,19.66,310.7,327.8,72.545,302.773,-63.99,340.232,-63.99,340.232
20220224,220546.75,79546.75,79549.34,893,372.74,Burst,Magnetic,343500,5.7999,5.975,8.818,15.72,16.05,11.76,19.55,19.66,310.7,327.8,72.545,302.773,-63.99,340.232,-63.99,340.232
20220224,220546.75,79546.75,79549.34,893,403.711,Burst,Electric,343500,5.7999,5.975,8.818,15.72,16.05,11.76,19.55,19.66,310.7,327.8,72.545,302.773,-63.99,340.232,-63.99,340.232
20220224,220551.07,79551.07,79552.8,894,458.106,Burst,Electric,343500,5.7999,5.975,8.818,15.72,16.05,11.76,19.55,19.66,310.7,327.8,72.545,302.773,-63.99,340.232,-63.99,340.232
20220224,220551.07,79551.07,79552.8,894,458.943,Burst,Magnetic,343500,5.7999,5.975,8.818,15.72,16.05,11.76,19.55,19.66,310.7,327.8,72.545,302.773,-63.99,340.232,-63.99,340.232
20220224,220552.8,79552.8,79553.66,895,447.495,Burst,Electric,343500,5.7999,5.975,8.818,15.72,16.05,11.76,19.55,19.66,310.7,327.8,72.545,302.773,-63.99,340.232,-63.99,340.232
20220224,220552.8,79552.8,79553.66,895,462.874,Burst,Magnetic,343500,5.7999,5.975,8.818,15.72,16.05,11.76,19.55,19.66,310.7,327.8,72.545,302.773,-63.99,340.232,-63.99,340.232
20220224,220559.71,79559.71,79562.3,896,430.246,Burst,Electric,343500,5.7999,5.975,8.818,15.72,16.05,11.76,19.55,19.66,310.7,327.8,72.545,302.773,-63.99,340.232,-63.99,340.232
20220224,220559.71,79559.71,79562.3,896,438.616,Burst,Magnetic,343500,5.7999,5.975,8.818,15.72,16.05,11.76,19.55,19.66,310.7,327.8,72.545,302.773,-63.99,340.232,-63.99,340.232
20220224,220600.58,79560.58,79563.17,897,435.592,Burst,Electric,343500,5.7999,5.975,8.818,15.72,16.05,11.76,19.55,19.66,310.7,327.8,72.545,302.773,-63.99,340.232,-63.99,340.232
20220224,220600.58,79560.58,79563.17,897,440.726,Burst,Magnetic,343500,5.7999,5.975,8.818,15.72,16.05,11.76,19.55,19.66,310.7,327.8,72.545,302.773,-63.99,340.232,-63.99,340.232
20220224,220603.17,79563.17,79565.76,898,433.424,Burst,Electric,343500,5.7999,5.975,8.818,15.72,16.05,11.76,19.55,19.66,310.7,327.8,72.545,302.773,-63.99,340.232,-63.99,340.232
20220224,220603.17,79563.17,79565.76,898,438.549,Burst,Magnetic,343500,5.7999,5.975,8.818,15.72,16.05,11.76,19.55,19.66,310.7,327.8,72.545,302.773,-63.99,340.232,-63.99,340.232
20220224,220606.62,79566.62,79569.22,899,381.435,Burst,Electric,343500,5.7999,5.975,8.818,15.72,16.05,11.76,19.55,19.66,310.7,327.8,72.545,302.773,-63.99,340.232,-63.99,340.232
20220224,220606.62,79566.62,79569.22,899,406.246,Burst,Magnetic,343500,5.7999,5.975,8.818,15.72,16.05,11.76,19.55,19.66,310.7,327.8,72.545,302.773,-63.99,340.232,-63.99,340.232
20220224,220615.26,79575.26,79576.13,901,458.317,Burst,Electric,343500,5.7999,5.975,8.818,15.72,16.05,11.76,19.55,19.66,310.7,327.8,72.545,302.773,-63.99,340.232,-63.99,340.232
20220224,220615.26,79575.26,79576.99,901,460.604,Burst,Magnetic,343500,5.7999,5.975,8.818,15.72,16.05,11.76,19.55,19.66,310.7,327.8,72.545,302.773,-63.99,340.232,-63.99,340.232
20220224,220618.72,79578.72,79579.58,902,374.267,Burst,Electric,343500,5.7999,5.975,8.818,15.72,16.05,11.76,19.55,19.66,310.7,327.8,72.545,302.773,-63.99,340.232,-63.99,340.232
20220224,220618.72,79578.72,79579.58,902,375.044,Burst,Magnetic,343500,5.7999,5.975,8.818,15.72,16.05,11.76,19.55,19.66,310.7,327.8,72.545,302.773,-63.99,340.232,-63.99,340.232
20220224,220623.9,79583.9,79584.77,903,423.982,Burst,Magnetic,343500,5.7999,5.975,8.818,15.72,16.05,11.76,19.55,19.66,310.7,327.8,72.545,302.773,-63.99,340.232,-63.99,340.232
20220224,220623.9,79583.9,79584.77,903,430.033,Burst,Electric,343500,5.7999,5.975,8.818,15.72,16.05,11.76,19.55,19.66,310.7,327.8,72.545,302.773,-63.99,340.232,-63.99,340.232
20220224,220624.77,79584.77,79587.36,904,452.684,Burst,Magnetic,343500,5.7999,5.975,8.818,15.72,16.05,11.76,19.55,19.66,310.7,327.8,72.545,302.773,-63.99,340.232,-63.99,340.232
20220224,220624.77,79584.77,79587.36,904,458.017,Burst,Electric,343500,5.7999,5.975,8.818,15.72,16.05,11.76,19.55,19.66,310.7,327.8,72.545,302.773,-63.99,340.232,-63.99,340.232
20220224,220735.62,79655.62,79658.21,905,449.787,Burst,Electric,340900,5.7636,5.938,8.828,15.89,16.23,11.82,19.55,19.65,311,329,72.597,304.097,-63.819,341.257,-63.819,341.257
20220224,220735.62,79655.62,79658.21,905,480.278,Burst,Magnetic,340900,5.7636,5.938,8.828,15.89,16.23,11.82,19.55,19.65,311,329,72.597,304.097,-63.819,341.257,-63.819,341.257
20220224,220757.22,79677.22,79678.94,906,351.75,Burst,Magnetic,340900,5.7636,5.938,8.828,15.89,16.23,11.82,19.55,19.65,311,329,72.597,304.097,-63.819,341.257,-63.819,341.257
20220224,220757.22,79677.22,79678.94,906,410.735,Burst,Electric,340900,5.7636,5.938,8.828,15.89,16.23,11.82,19.55,19.65,311,329,72.597,304.097,-63.819,341.257,-63.819,341.257
20220224,220819.68,79699.68,79701.41,907,383.581,Burst,Electric,340900,5.7636,5.938,8.828,15.89,16.23,11.82,19.55,19.65,311,329,72.597,304.097,-63.819,341.257,-63.819,341.257
20220224,220819.68,79699.68,79701.41,907,425.231,Burst,Magnetic,340900,5.7636,5.938,8.828,15.89,16.23,11.82,19.55,19.65,311,329,72.597,304.097,-63.819,341.257,-63.819,341.257
20220224,220821.41,79701.41,79702.27,908,473.764,Burst,Magnetic,340900,5.7636,5.938,8.828,15.89,16.23,11.82,19.55,19.65,311,329,72.597,304.097,-63.819,341.257,-63.819,341.257
20220224,220821.41,79701.41,79702.27,908,545.925,Burst,Electric,340900,5.7636,5.938,8.828,15.89,16.23,11.82,19.55,19.65,311,329,72.597,304.097,-63.819,341.257,-63.819,341.257
20220224,220844.74,79724.74,79727.33,909,394.516,Burst,Electric,339600,5.7453,5.92,8.835,15.98,16.32,11.86,19.55,19.65,311.1,329.7,72.625,304.755,-63.734,341.769,-63.734,341.769
20220224,220844.74,79724.74,79727.33,909,401.69,Burst,Magnetic,339600,5.7453,5.92,8.835,15.98,16.32,11.86,19.55,19.65,311.1,329.7,72.625,304.755,-63.734,341.769,-63.734,341.769
20220523,31127.74,11487.74,11493.79,916,804.921,Burst,Magnetic,78070,2.0482,6.232,-52.03,-54.96,-56.65,-54.39,5.802,6.68,244.8,116.1,-66.748,108.885,49.709,151.275,49.709,151.275
20220523,31128.61,11488.61,11492.93,122,706.364,Survey,Magnetic,78070,2.0482,6.232,-52.03,-54.96,-56.65,-54.39,5.802,6.68,244.8,116.1,-66.748,108.885,49.709,151.275,49.709,151.275
20220523,31128.61,11488.61,11493.79,916,735.134,Burst,Electric,78070,2.0482,6.232,-52.03,-54.96,-56.65,-54.39,5.802,6.68,244.8,116.1,-66.748,108.885,49.709,151.275,49.709,151.275
20220523,31305.38,11585.38,11587.97,125,437.581,Survey,Magnetic,79860,2.0724,6.455,-52.52,-55.62,-57.27,-54.96,5.77,6.66,245.2,117,-67.446,109.519,49.909,151.976,49.909,151.976
20220523,31305.38,11585.38,11587.97,917,449.97,Burst,Magnetic,79860,2.0724,6.455,-52.52,-55.62,-57.27,-54.96,5.77,6.66,245.2,117,-67.446,109.519,49.909,151.976,49.909,151.976
20220523,31335.62,11615.62,11619.94,126,492.354,Survey,Magnetic,81640,2.0967,6.686,-53,-56.26,-57.88,-55.51,5.739,6.64,245.6,117.9,-68.123,110.158,50.109,152.668,50.109,152.668
20220523,31423.14,11663.14,11665.73,127,465.776,Survey,Magnetic,81640,2.0967,6.686,-53,-56.26,-57.88,-55.51,5.739,6.64,245.6,117.9,-68.123,110.158,50.109,152.668,50.109,152.668
